Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2023-04-19,18:12,Pengeluaran,Makan Malam,20000,Makan rutin
2023-04-20,7:30,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-04-20,12:04,Pengeluaran,Makan Siang,24000,Makan rutin
2023-04-20,19:54,Pengeluaran,Makan Malam,19000,Makan rutin
2023-04-21,7:40,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-04-21,13:36,Pengeluaran,Makan Siang,29000,Makan rutin
2023-04-21,19:58,Pengeluaran,Makan Malam,15000,Makan rutin
2023-04-22,6:54,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-04-22,13:19,Pengeluaran,Makan Siang,19000,Makan rutin
2023-04-22,19:55,Pengeluaran,Makan Malam,29000,Makan rutin
2023-04-23,7:21,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-04-23,11:14,Pengeluaran,Makan Siang,25000,Makan rutin
2023-04-23,19:37,Pengeluaran,Makan Malam,17000,Makan rutin
2023-04-24,8:27,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-04-24,11:19,Pengeluaran,Bensin,63000,Pengisian bensin mingguan
2023-04-24,12:39,Pengeluaran,Makan Siang,20000,Makan rutin
2023-04-24,20:15,Pengeluaran,Makan Malam,19000,Makan rutin
2023-04-25,8:58,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-04-25,13:15,Pengeluaran,Makan Siang,25000,Makan rutin
2023-04-25,20:00,Pengeluaran,Makan Malam,22000,Makan rutin
2023-04-26,7:55,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-04-26,12:43,Pengeluaran,Makan Siang,28000,Makan rutin
2023-04-26,18:38,Pengeluaran,Makan Malam,28000,Makan rutin
2023-04-27,8:24,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-04-27,9:36,Pengeluaran,Transportasi Umum,26000,Transportasi alternatif
2023-04-27,11:01,Pengeluaran,Makan Siang,29000,Makan rutin
2023-04-27,20:55,Pengeluaran,Makan Malam,22000,Makan rutin
2023-04-28,7:08,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-04-28,12:56,Pengeluaran,Makan Siang,19000,Makan rutin
2023-04-28,19:48,Pengeluaran,Makan Malam,17000,Makan rutin
2023-04-29,6:16,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-04-29,11:01,Pengeluaran,Rekreasi,295000,Jalan-jalan weekend
2023-04-29,13:31,Pengeluaran,Makan Siang,22000,Makan rutin
2023-04-29,19:42,Pengeluaran,Makan Malam,20000,Makan rutin
2023-04-30,6:41,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-04-30,11:14,Pengeluaran,Makan Siang,23000,Makan rutin
2023-04-30,18:06,Pengeluaran,Makan Malam,18000,Makan rutin
2023-05-01,8:21,Pengeluaran,Makan Pagi,41000,Makan rutin
2023-05-01,9:22,Pemasukan,Gaji,4000000,Gaji bulanan
2023-05-01,10:03,Pengeluaran,Bensin,86000,Pengisian bensin mingguan
2023-05-01,12:36,Pengeluaran,Makan Siang,42000,Makan rutin
2023-05-01,19:43,Pengeluaran,Belanja Bulanan,635000,Belanja kebutuhan bulanan
2023-05-01,19:50,Pengeluaran,Makan Malam,35000,Makan rutin
2023-05-02,7:10,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-05-02,11:03,Pengeluaran,Makan Siang,39000,Makan rutin
2023-05-02,20:56,Pengeluaran,Makan Malam,39000,Makan rutin
2023-05-03,7:59,Pengeluaran,Makan Pagi,39000,Makan rutin
2023-05-03,9:05,Pengeluaran,Transportasi Umum,44000,Transportasi alternatif
2023-05-03,12:38,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-03,20:24,Pengeluaran,Makan Malam,40000,Makan rutin
2023-05-04,8:06,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-05-04,12:07,Pengeluaran,Makan Siang,40000,Makan rutin
2023-05-04,20:50,Pengeluaran,Makan Malam,43000,Makan rutin
2023-05-05,8:06,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-05-05,10:26,Pengeluaran,Listrik Kos,316000,Tagihan listrik kos
2023-05-05,12:46,Pengeluaran,Makan Siang,37000,Makan rutin
2023-05-05,18:46,Pengeluaran,Makan Malam,37000,Makan rutin
2023-05-06,8:13,Pengeluaran,Makan Pagi,40000,Makan rutin
2023-05-06,13:54,Pengeluaran,Makan Siang,42000,Makan rutin
2023-05-06,19:28,Pengeluaran,Makan Malam,41000,Makan rutin
2023-05-07,6:03,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-05-07,12:01,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-07,13:54,Pengeluaran,Rekreasi,351000,Jalan-jalan weekend
2023-05-07,19:02,Pengeluaran,Makan Malam,42000,Makan rutin
2023-05-08,7:41,Pengeluaran,Makan Pagi,41000,Makan rutin
2023-05-08,10:24,Pengeluaran,Bensin,94000,Pengisian bensin mingguan
2023-05-08,13:08,Pengeluaran,Makan Siang,42000,Makan rutin
2023-05-08,20:08,Pengeluaran,Makan Malam,39000,Makan rutin
2023-05-09,6:46,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-09,12:35,Pengeluaran,Makan Siang,41000,Makan rutin
2023-05-09,19:52,Pengeluaran,Makan Malam,38000,Makan rutin
2023-05-10,7:19,Pengeluaran,Transportasi Umum,48000,Transportasi alternatif
2023-05-10,7:41,Pengeluaran,Makan Pagi,42000,Makan rutin
2023-05-10,13:46,Pengeluaran,Makan Siang,39000,Makan rutin
2023-05-10,19:37,Pengeluaran,Makan Malam,39000,Makan rutin
2023-05-11,6:20,Pengeluaran,Makan Pagi,37000,Makan rutin
2023-05-11,13:27,Pengeluaran,Makan Siang,36000,Makan rutin
2023-05-11,19:23,Pengeluaran,Makan Malam,39000,Makan rutin
2023-05-12,6:55,Pengeluaran,Makan Pagi,42000,Makan rutin
2023-05-12,13:50,Pengeluaran,Makan Siang,43000,Makan rutin
2023-05-12,19:30,Pengeluaran,Makan Malam,38000,Makan rutin
2023-05-13,7:55,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-13,11:15,Pengeluaran,Makan Siang,40000,Makan rutin
2023-05-13,11:28,Pengeluaran,Rekreasi,366000,Jalan-jalan weekend
2023-05-13,20:35,Pengeluaran,Makan Malam,40000,Makan rutin
2023-05-14,7:00,Pengeluaran,Makan Pagi,38000,Makan rutin
2023-05-14,12:47,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-14,19:37,Pengeluaran,Makan Malam,41000,Makan rutin
2023-05-15,7:34,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-15,11:25,Pengeluaran,Bensin,90000,Pengisian bensin mingguan
2023-05-15,12:33,Pengeluaran,Makan Siang,41000,Makan rutin
2023-05-15,19:42,Pengeluaran,Makan Malam,41000,Makan rutin
2023-05-16,6:11,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-16,13:54,Pengeluaran,Makan Siang,35000,Makan rutin
2023-05-16,18:08,Pengeluaran,Makan Malam,40000,Makan rutin
2023-05-17,8:55,Pengeluaran,Makan Pagi,39000,Makan rutin
2023-05-17,13:49,Pengeluaran,Makan Siang,39000,Makan rutin
2023-05-17,20:29,Pengeluaran,Makan Malam,41000,Makan rutin
2023-05-18,8:53,Pengeluaran,Makan Pagi,42000,Makan rutin
2023-05-18,13:03,Pengeluaran,Makan Siang,42000,Makan rutin
2023-05-18,19:53,Pengeluaran,Makan Malam,37000,Makan rutin
2023-05-19,6:51,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-19,11:26,Pengeluaran,Makan Siang,41000,Makan rutin
2023-05-19,20:03,Pengeluaran,Makan Malam,43000,Makan rutin
2023-05-20,8:00,Pengeluaran,Makan Pagi,39000,Makan rutin
2023-05-20,12:15,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-20,18:29,Pengeluaran,Makan Malam,38000,Makan rutin
2023-05-21,7:30,Pengeluaran,Transportasi Umum,49000,Transportasi alternatif
2023-05-21,8:03,Pengeluaran,Makan Pagi,36000,Makan rutin
2023-05-21,13:57,Pengeluaran,Makan Siang,41000,Makan rutin
2023-05-21,18:43,Pengeluaran,Makan Malam,36000,Makan rutin
2023-05-22,8:45,Pengeluaran,Makan Pagi,43000,Makan rutin
2023-05-22,10:10,Pengeluaran,Bensin,92000,Pengisian bensin mingguan
2023-05-22,13:40,Pengeluaran,Makan Siang,37000,Makan rutin
2023-05-22,18:46,Pengeluaran,Makan Malam,42000,Makan rutin
2023-05-23,8:52,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-23,13:13,Pengeluaran,Makan Siang,36000,Makan rutin
2023-05-23,20:03,Pengeluaran,Makan Malam,44000,Makan rutin
2023-05-24,6:39,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-05-24,12:07,Pengeluaran,Makan Siang,40000,Makan rutin
2023-05-24,18:27,Pengeluaran,Makan Malam,39000,Makan rutin
2023-05-25,8:34,Pengeluaran,Transportasi Umum,49000,Transportasi alternatif
2023-05-25,8:43,Pengeluaran,Makan Pagi,44000,Makan rutin
2023-05-25,11:38,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-25,20:21,Pengeluaran,Makan Malam,43000,Makan rutin
2023-05-26,8:12,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-26,11:19,Pengeluaran,Makan Siang,36000,Makan rutin
2023-05-26,19:02,Pengeluaran,Makan Malam,37000,Makan rutin
2023-05-27,6:14,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-27,13:36,Pengeluaran,Makan Siang,43000,Makan rutin
2023-05-27,20:08,Pengeluaran,Makan Malam,35000,Makan rutin
2023-05-28,7:12,Pengeluaran,Makan Pagi,40000,Makan rutin
2023-05-28,12:30,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-28,19:23,Pengeluaran,Makan Malam,36000,Makan rutin
2023-05-29,7:43,Pengeluaran,Makan Pagi,35000,Makan rutin
2023-05-29,11:44,Pengeluaran,Bensin,92000,Pengisian bensin mingguan
2023-05-29,12:40,Pengeluaran,Makan Siang,43000,Makan rutin
2023-05-29,19:42,Pengeluaran,Makan Malam,38000,Makan rutin
2023-05-30,6:21,Pengeluaran,Makan Pagi,41000,Makan rutin
2023-05-30,11:13,Pengeluaran,Makan Siang,40000,Makan rutin
2023-05-30,19:48,Pengeluaran,Makan Malam,43000,Makan rutin
2023-05-31,6:41,Pengeluaran,Makan Pagi,40000,Makan rutin
2023-05-31,12:49,Pengeluaran,Makan Siang,38000,Makan rutin
2023-05-31,20:06,Pengeluaran,Makan Malam,36000,Makan rutin
2023-06-01,7:32,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-06-01,9:54,Pemasukan,Gaji,4000000,Gaji bulanan
2023-06-01,13:44,Pengeluaran,Makan Siang,28000,Makan rutin
2023-06-01,16:29,Pengeluaran,Belanja Bulanan,351000,Belanja kebutuhan bulanan
2023-06-01,18:52,Pengeluaran,Makan Malam,15000,Makan rutin
2023-06-02,7:39,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-06-02,11:25,Pengeluaran,Makan Siang,19000,Makan rutin
2023-06-02,18:19,Pengeluaran,Makan Malam,22000,Makan rutin
2023-06-03,8:26,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-06-03,11:40,Pengeluaran,Makan Siang,19000,Makan rutin
2023-06-03,20:33,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-04,6:39,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-06-04,12:00,Pengeluaran,Makan Siang,20000,Makan rutin
2023-06-04,19:47,Pengeluaran,Makan Malam,21000,Makan rutin
2023-06-05,7:49,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-06-05,9:07,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2023-06-05,11:26,Pengeluaran,Listrik Kos,234000,Tagihan listrik kos
2023-06-05,13:07,Pengeluaran,Makan Siang,23000,Makan rutin
2023-06-05,18:54,Pengeluaran,Makan Malam,15000,Makan rutin
2023-06-06,8:52,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-06-06,12:04,Pengeluaran,Makan Siang,28000,Makan rutin
2023-06-06,18:04,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-07,6:21,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-06-07,13:07,Pengeluaran,Makan Siang,21000,Makan rutin
2023-06-07,20:48,Pengeluaran,Makan Malam,20000,Makan rutin
2023-06-08,7:54,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-08,11:32,Pengeluaran,Makan Siang,15000,Makan rutin
2023-06-08,18:03,Pengeluaran,Makan Malam,19000,Makan rutin
2023-06-09,6:48,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-06-09,7:03,Pengeluaran,Transportasi Umum,12000,Transportasi alternatif
2023-06-09,11:25,Pengeluaran,Makan Siang,16000,Makan rutin
2023-06-09,20:24,Pengeluaran,Makan Malam,18000,Makan rutin
2023-06-10,7:22,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-06-10,13:11,Pengeluaran,Makan Siang,28000,Makan rutin
2023-06-10,20:24,Pengeluaran,Makan Malam,25000,Makan rutin
2023-06-11,8:23,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-06-11,12:40,Pengeluaran,Rekreasi,216000,Jalan-jalan weekend
2023-06-11,13:55,Pengeluaran,Makan Siang,26000,Makan rutin
2023-06-11,19:31,Pengeluaran,Makan Malam,29000,Makan rutin
2023-06-12,7:20,Pengeluaran,Transportasi Umum,27000,Transportasi alternatif
2023-06-12,7:23,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-06-12,10:50,Pengeluaran,Bensin,60000,Pengisian bensin mingguan
2023-06-12,11:58,Pengeluaran,Makan Siang,21000,Makan rutin
2023-06-12,18:07,Pengeluaran,Makan Malam,17000,Makan rutin
2023-06-13,7:51,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2023-06-13,8:12,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-06-13,11:55,Pengeluaran,Makan Siang,20000,Makan rutin
2023-06-13,18:37,Pengeluaran,Makan Malam,26000,Makan rutin
2023-06-14,6:50,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-06-14,12:18,Pengeluaran,Makan Siang,19000,Makan rutin
2023-06-14,20:46,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-15,7:15,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-15,11:48,Pengeluaran,Makan Siang,25000,Makan rutin
2023-06-15,20:46,Pengeluaran,Makan Malam,28000,Makan rutin
2023-06-16,8:39,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-06-16,13:23,Pengeluaran,Makan Siang,18000,Makan rutin
2023-06-16,19:43,Pengeluaran,Makan Malam,20000,Makan rutin
2023-06-17,7:45,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-06-17,9:23,Pengeluaran,Transportasi Umum,26000,Transportasi alternatif
2023-06-17,12:49,Pengeluaran,Makan Siang,27000,Makan rutin
2023-06-17,20:01,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-18,7:14,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-18,12:48,Pengeluaran,Makan Siang,27000,Makan rutin
2023-06-18,20:51,Pengeluaran,Makan Malam,29000,Makan rutin
2023-06-19,8:56,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-06-19,9:13,Pengeluaran,Bensin,60000,Pengisian bensin mingguan
2023-06-19,13:31,Pengeluaran,Makan Siang,16000,Makan rutin
2023-06-19,19:04,Pengeluaran,Makan Malam,18000,Makan rutin
2023-06-20,8:54,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-20,13:56,Pengeluaran,Makan Siang,16000,Makan rutin
2023-06-20,18:22,Pengeluaran,Makan Malam,24000,Makan rutin
2023-06-21,8:59,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-06-21,12:51,Pengeluaran,Makan Siang,18000,Makan rutin
2023-06-21,19:31,Pengeluaran,Makan Malam,18000,Makan rutin
2023-06-22,7:50,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-06-22,12:08,Pengeluaran,Makan Siang,17000,Makan rutin
2023-06-22,18:42,Pengeluaran,Makan Malam,26000,Makan rutin
2023-06-23,7:02,Pengeluaran,Transportasi Umum,13000,Transportasi alternatif
2023-06-23,8:35,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-06-23,11:19,Pengeluaran,Makan Siang,21000,Makan rutin
2023-06-23,18:16,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-24,8:36,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-06-24,13:15,Pengeluaran,Makan Siang,29000,Makan rutin
2023-06-24,18:59,Pengeluaran,Makan Malam,15000,Makan rutin
2023-06-25,6:58,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-06-25,11:31,Pengeluaran,Rekreasi,149000,Jalan-jalan weekend
2023-06-25,13:01,Pengeluaran,Makan Siang,29000,Makan rutin
2023-06-25,19:23,Pengeluaran,Makan Malam,29000,Makan rutin
2023-06-26,8:02,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-26,10:50,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2023-06-26,12:16,Pengeluaran,Makan Siang,25000,Makan rutin
2023-06-26,20:03,Pengeluaran,Makan Malam,16000,Makan rutin
2023-06-27,8:55,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-06-27,11:25,Pengeluaran,Makan Siang,21000,Makan rutin
2023-06-27,20:32,Pengeluaran,Makan Malam,24000,Makan rutin
2023-06-28,6:36,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-06-28,11:35,Pengeluaran,Makan Siang,20000,Makan rutin
2023-06-28,19:51,Pengeluaran,Makan Malam,24000,Makan rutin
2023-06-29,8:30,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-06-29,11:21,Pengeluaran,Makan Siang,22000,Makan rutin
2023-06-29,20:39,Pengeluaran,Makan Malam,27000,Makan rutin
2023-06-30,8:09,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-06-30,13:35,Pengeluaran,Makan Siang,19000,Makan rutin
2023-06-30,19:11,Pengeluaran,Makan Malam,17000,Makan rutin
2023-07-01,8:06,Pemasukan,Gaji,4000000,Gaji bulanan
2023-07-01,8:51,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-07-01,12:58,Pengeluaran,Makan Siang,29000,Makan rutin
2023-07-01,17:54,Pengeluaran,Belanja Bulanan,391000,Belanja kebutuhan bulanan
2023-07-01,18:28,Pengeluaran,Makan Malam,16000,Makan rutin
2023-07-02,8:54,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-07-02,10:08,Pengeluaran,Rekreasi,188000,Jalan-jalan weekend
2023-07-02,11:01,Pengeluaran,Makan Siang,20000,Makan rutin
2023-07-02,20:10,Pengeluaran,Makan Malam,19000,Makan rutin
2023-07-03,8:52,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-07-03,10:20,Pengeluaran,Bensin,66000,Pengisian bensin mingguan
2023-07-03,12:26,Pengeluaran,Makan Siang,27000,Makan rutin
2023-07-03,19:44,Pengeluaran,Makan Malam,28000,Makan rutin
2023-07-04,8:46,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-07-04,13:11,Pengeluaran,Makan Siang,17000,Makan rutin
2023-07-04,18:50,Pengeluaran,Makan Malam,16000,Makan rutin
2023-07-05,6:05,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-07-05,9:34,Pengeluaran,Transportasi Umum,18000,Transportasi alternatif
2023-07-05,10:48,Pengeluaran,Listrik Kos,152000,Tagihan listrik kos
2023-07-05,12:46,Pengeluaran,Makan Siang,29000,Makan rutin
2023-07-05,18:14,Pengeluaran,Makan Malam,17000,Makan rutin
2023-07-06,8:05,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-07-06,13:19,Pengeluaran,Makan Siang,24000,Makan rutin
2023-07-06,18:45,Pengeluaran,Makan Malam,25000,Makan rutin
2023-07-07,7:05,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-07-07,11:58,Pengeluaran,Makan Siang,27000,Makan rutin
2023-07-07,18:18,Pengeluaran,Makan Malam,25000,Makan rutin
2023-07-08,8:12,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-07-08,12:21,Pengeluaran,Makan Siang,28000,Makan rutin
2023-07-08,12:27,Pengeluaran,Rekreasi,154000,Jalan-jalan weekend
2023-07-08,18:44,Pengeluaran,Makan Malam,15000,Makan rutin
2023-07-09,7:45,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-07-09,13:56,Pengeluaran,Makan Siang,18000,Makan rutin
2023-07-09,18:11,Pengeluaran,Makan Malam,25000,Makan rutin
2023-07-10,8:49,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-07-10,10:21,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2023-07-10,12:12,Pengeluaran,Makan Siang,24000,Makan rutin
2023-07-10,20:57,Pengeluaran,Makan Malam,20000,Makan rutin
2023-07-11,8:04,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-07-11,12:06,Pengeluaran,Makan Siang,16000,Makan rutin
2023-07-11,20:10,Pengeluaran,Makan Malam,29000,Makan rutin
2023-07-12,6:43,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-07-12,13:06,Pengeluaran,Makan Siang,22000,Makan rutin
2023-07-12,19:04,Pengeluaran,Makan Malam,21000,Makan rutin
2023-07-13,8:21,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-07-13,11:32,Pengeluaran,Makan Siang,18000,Makan rutin
2023-07-13,18:39,Pengeluaran,Makan Malam,29000,Makan rutin
2023-07-14,6:43,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-07-14,13:19,Pengeluaran,Makan Siang,29000,Makan rutin
2023-07-14,20:17,Pengeluaran,Makan Malam,28000,Makan rutin
2023-07-15,8:34,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-07-15,13:46,Pengeluaran,Makan Siang,22000,Makan rutin
2023-07-15,20:30,Pengeluaran,Makan Malam,24000,Makan rutin
2023-07-16,8:08,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-07-16,8:43,Pengeluaran,Transportasi Umum,26000,Transportasi alternatif
2023-07-16,10:26,Pengeluaran,Rekreasi,157000,Jalan-jalan weekend
2023-07-16,13:18,Pengeluaran,Makan Siang,22000,Makan rutin
2023-07-16,19:24,Pengeluaran,Makan Malam,21000,Makan rutin
2023-07-17,7:20,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-07-17,8:15,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2023-07-17,9:44,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2023-07-17,13:04,Pengeluaran,Makan Siang,27000,Makan rutin
2023-07-17,20:01,Pengeluaran,Makan Malam,18000,Makan rutin
2023-07-18,8:23,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-07-18,13:15,Pengeluaran,Makan Siang,23000,Makan rutin
2023-07-18,18:19,Pengeluaran,Makan Malam,19000,Makan rutin
2023-07-19,6:24,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-07-19,12:23,Pengeluaran,Makan Siang,24000,Makan rutin
2023-07-19,20:23,Pengeluaran,Makan Malam,17000,Makan rutin
2023-07-20,8:21,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-07-20,8:51,Pengeluaran,Transportasi Umum,21000,Transportasi alternatif
2023-07-20,13:24,Pengeluaran,Makan Siang,18000,Makan rutin
2023-07-20,20:01,Pengeluaran,Makan Malam,26000,Makan rutin
2023-07-21,6:18,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-07-21,11:04,Pengeluaran,Makan Siang,19000,Makan rutin
2023-07-21,18:56,Pengeluaran,Makan Malam,19000,Makan rutin
2023-07-22,8:36,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-07-22,12:45,Pengeluaran,Makan Siang,15000,Makan rutin
2023-07-22,20:54,Pengeluaran,Makan Malam,23000,Makan rutin
2023-07-23,8:01,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-07-23,13:44,Pengeluaran,Makan Siang,16000,Makan rutin
2023-07-23,20:05,Pengeluaran,Makan Malam,29000,Makan rutin
2023-07-24,8:35,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-07-24,10:05,Pengeluaran,Bensin,64000,Pengisian bensin mingguan
2023-07-24,13:02,Pengeluaran,Makan Siang,16000,Makan rutin
2023-07-24,19:10,Pengeluaran,Makan Malam,29000,Makan rutin
2023-07-25,8:00,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-07-25,12:16,Pengeluaran,Makan Siang,17000,Makan rutin
2023-07-25,18:16,Pengeluaran,Makan Malam,21000,Makan rutin
2023-07-26,7:02,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-07-26,12:48,Pengeluaran,Makan Siang,27000,Makan rutin
2023-07-26,19:41,Pengeluaran,Makan Malam,28000,Makan rutin
2023-07-27,6:39,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-07-27,12:40,Pengeluaran,Makan Siang,16000,Makan rutin
2023-07-27,20:43,Pengeluaran,Makan Malam,18000,Makan rutin
2023-07-28,7:55,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-07-28,12:06,Pengeluaran,Makan Siang,24000,Makan rutin
2023-07-28,18:16,Pengeluaran,Makan Malam,20000,Makan rutin
2023-07-29,6:32,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-07-29,11:56,Pengeluaran,Makan Siang,16000,Makan rutin
2023-07-29,18:33,Pengeluaran,Makan Malam,16000,Makan rutin
2023-07-30,7:53,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-07-30,12:08,Pengeluaran,Makan Siang,23000,Makan rutin
2023-07-30,18:20,Pengeluaran,Makan Malam,25000,Makan rutin
2023-07-31,6:17,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-07-31,7:44,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2023-07-31,11:04,Pengeluaran,Bensin,65000,Pengisian bensin mingguan
2023-07-31,11:23,Pengeluaran,Makan Siang,15000,Makan rutin
2023-07-31,18:53,Pengeluaran,Makan Malam,29000,Makan rutin
2023-08-01,6:28,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-08-01,9:05,Pemasukan,Gaji,4000000,Gaji bulanan
2023-08-01,12:34,Pengeluaran,Makan Siang,21000,Makan rutin
2023-08-01,18:54,Pengeluaran,Belanja Bulanan,465000,Belanja kebutuhan bulanan
2023-08-01,20:12,Pengeluaran,Makan Malam,20000,Makan rutin
2023-08-02,7:11,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-08-02,12:32,Pengeluaran,Makan Siang,23000,Makan rutin
2023-08-02,20:13,Pengeluaran,Makan Malam,27000,Makan rutin
2023-08-03,8:17,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-08-03,11:33,Pengeluaran,Makan Siang,23000,Makan rutin
2023-08-03,18:18,Pengeluaran,Makan Malam,20000,Makan rutin
2023-08-04,6:20,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-08-04,9:13,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2023-08-04,11:23,Pengeluaran,Makan Siang,20000,Makan rutin
2023-08-04,19:18,Pengeluaran,Makan Malam,26000,Makan rutin
2023-08-05,8:36,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-08-05,10:28,Pengeluaran,Listrik Kos,239000,Tagihan listrik kos
2023-08-05,10:48,Pengeluaran,Rekreasi,233000,Jalan-jalan weekend
2023-08-05,12:24,Pengeluaran,Makan Siang,15000,Makan rutin
2023-08-05,18:18,Pengeluaran,Makan Malam,17000,Makan rutin
2023-08-06,8:26,Pengeluaran,Makan Pagi,15000,Makan rutin
