Year,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),cluster,Country,Food Category
2019.9999999999998,5856.51,4821.21,88.94000000000001,54.839999999999996,46.63,0,South Africa,Bakery Items
2019.0,31970.21,29382.42,46.54,848.07,62.12,1,Saudi Arabia,Prepared Food
2019.9999999999998,23528.03,26354.4,29.26,126.04,36.9,1,Australia,Prepared Food
2024.0,10846.97,10032.31,45.76,1099.76,53.1,0,Australia,Bakery Items
2021.0,42427.67,42969.85,133.84,431.39,45.79,2,Australia,Grains & Cereals
2022.9999999999998,14473.2,12874.04,112.53,113.44,48.440000000000005,0,Mexico,Prepared Food
2021.0,15835.409999999998,13294.51,99.6,931.7100000000002,30.16,0,UK,Dairy Products
2022.0,32365.55,27479.09,191.92,1218.2,53.68000000000001,2,India,Grains & Cereals
2022.9999999999998,20381.9,20085.37,51.3,654.89,46.68,0,France,Frozen Food
2019.0,5748.71,6266.35,133.37,1255.15,48.48,0,USA,Grains & Cereals
2019.0,40328.0,37664.72,44.22,223.33,62.32,1,South Africa,Frozen Food
2021.0,16557.81,18891.23,23.44,431.46,32.06,0,Canada,Meat & Seafood
2022.0,43533.11,42609.12,100.0,729.1400000000001,31.329999999999995,2,USA,Bakery Items
2019.0,46093.27,40675.22,119.94999999999999,1162.54,48.83,1,Turkey,Meat & Seafood
2019.9999999999998,3092.34,3485.97,118.55999999999999,1112.06,56.09,0,USA,Fruits & Vegetables
2019.9999999999998,4731.2,3892.21,189.07,798.6099999999999,36.9,0,Russia,Beverages
2019.9999999999998,16302.75,13133.25,174.93,610.6,35.89,0,South Korea,Grains & Cereals
2018.0,16533.4,14169.22,168.61,766.69,33.08,1,USA,Dairy Products
2019.0,26278.87,23864.95,63.04,881.57,35.37,1,Japan,Beverages
2022.0,38657.09,36583.54,67.33,1013.78,44.040000000000006,2,Russia,Fruits & Vegetables
2021.0,47835.45,49884.39,151.93,1164.35,46.32999999999999,2,Russia,Meat & Seafood
2019.0,9916.26,11592.97,168.12,519.82,46.32999999999999,0,Russia,Beverages
2024.0,23632.77,22368.76,83.34000000000002,39.28,62.62,2,China,Meat & Seafood
2022.0,1746.6600000000003,1480.35,104.05,873.39,66.42,0,USA,Frozen Food
2021.0,19252.09,21204.56,114.12,447.44,60.63,0,UK,Prepared Food
2022.0,41031.17,41606.0,198.76,1379.01,39.85,2,Russia,Dairy Products
2021.0,30286.699999999997,29077.28,105.27999999999999,465.6,62.099999999999994,1,Indonesia,Dairy Products
2022.9999999999998,17647.73,18779.23,121.14,958.0999999999999,60.62,0,South Africa,Beverages
2021.0,43069.52,37488.26,29.250000000000004,1002.24,56.58,2,UK,Frozen Food
2019.9999999999998,47333.67,50584.97,85.0,1328.02,43.76,1,Argentina,Frozen Food
2018.0,38344.76,38343.99,176.9,1012.62,32.11,1,Spain,Frozen Food
2019.9999999999998,18128.42,16756.25,104.88000000000001,430.89,53.27,0,Brazil,Bakery Items
2018.0,17583.94,20555.06,109.29,432.9800000000001,59.83,1,Argentina,Frozen Food
2022.0,17070.67,19787.98,170.23,216.56,39.59,0,Indonesia,Dairy Products
2024.0,26229.039999999997,24689.61,152.53,361.29999999999995,50.82,2,Germany,Frozen Food
2019.9999999999998,13833.36,13544.7,64.58,727.8,30.16,0,South Africa,Beverages
2022.0,39270.11,33056.94,67.81000000000002,368.04999999999995,50.42,2,Canada,Prepared Food
2022.9999999999998,692.3,823.34,177.65,175.57,36.82,0,France,Frozen Food
2021.0,35983.91,32823.22,26.35,983.65,47.84,2,France,Prepared Food
2018.0,18612.96,19427.45,42.69,1355.27,63.35,1,Germany,Meat & Seafood
2018.0,25849.34,24973.6,34.31,797.25,57.02,1,India,Meat & Seafood
2022.0,41661.37,46602.71,148.49,1234.67,34.77,2,France,Beverages
2018.0,44062.69,40962.72,163.08,105.88,32.15,1,Canada,Grains & Cereals
2024.0,31935.649999999998,27163.23,121.64,776.33,43.239999999999995,2,Canada,Meat & Seafood
2021.0,13173.08,11332.58,119.06,1106.48,60.98,0,Indonesia,Prepared Food
2021.0,38807.86,33303.36,120.93,295.34,37.23,2,Spain,Bakery Items
2019.0,35944.75,32280.28,145.01,1067.04,40.07,1,USA,Prepared Food
2019.9999999999998,32102.109999999997,35880.14,87.98,1322.73,45.01,1,Germany,Fruits & Vegetables
2021.0,47993.43,40894.14,89.28000000000002,932.0100000000001,50.05,2,USA,Fruits & Vegetables
2019.9999999999998,28261.04,30809.28,107.85,1292.2,62.36999999999999,1,Turkey,Meat & Seafood
2019.9999999999998,16118.96,13978.13,97.51,1059.7,46.1,0,Australia,Prepared Food
2021.0,45793.5,41233.0,179.37,1161.63,33.16,2,Japan,Beverages
2022.0,45377.13,37742.0,155.56,680.98,63.51,2,UK,Prepared Food
2018.0,36547.58,31061.02,53.5,680.03,37.6,1,France,Frozen Food
2019.0,38833.95,44329.65,35.56,1075.19,47.949999999999996,1,India,Bakery Items
2024.0,47562.85,55737.39,165.18,85.26,43.58,2,Saudi Arabia,Bakery Items
2019.0,8848.11,9464.59,131.91,625.11,43.1,0,Turkey,Meat & Seafood
2022.9999999999998,20660.74,19312.94,111.06999999999998,765.4899999999999,64.81,0,Germany,Frozen Food
2021.0,1109.54,1214.82,170.78,49.27,44.29,0,Germany,Beverages
2024.0,29583.530000000002,33481.65,45.68999999999999,1063.91,61.92000000000001,2,Argentina,Dairy Products
2022.9999999999998,36095.48,43115.74,37.43,899.35,34.95,2,Russia,Grains & Cereals
2019.0,7738.359999999999,6877.19,175.24,1013.01,60.17,0,Argentina,Grains & Cereals
2019.9999999999998,42303.27,44822.91,119.73,505.7,31.92,1,Turkey,Prepared Food
2019.9999999999998,4989.08,5864.14,100.6,1296.87,63.38,0,Spain,Beverages
2019.9999999999998,27757.71,22778.29,193.39,373.58000000000004,32.19,1,China,Bakery Items
2019.9999999999998,23311.38,26725.02,41.11,643.79,56.31,1,Canada,Bakery Items
2019.0,6679.890000000001,6925.21,59.68,310.56,51.05,0,China,Meat & Seafood
2018.0,42469.51,39368.14,166.01,1068.21,31.650000000000002,1,USA,Frozen Food
2021.0,13761.51,15410.13,80.78,1387.75,54.01,0,UK,Bakery Items
2019.9999999999998,40358.98,46152.36,57.91,728.6399999999999,60.17,1,Argentina,Frozen Food
2019.9999999999998,25957.96,25162.71,147.23,1178.21,63.67999999999999,1,UK,Dairy Products
2019.0,5059.87,5395.54,129.44,305.35,38.15,0,USA,Frozen Food
2021.0,33470.6,35751.86,81.80000000000001,95.58000000000001,57.84,2,Indonesia,Beverages
2018.0,28760.379999999997,29664.820000000003,73.11,329.62,44.63999999999999,1,India,Frozen Food
2019.9999999999998,10200.44,12125.39,182.11,893.25,45.6,0,Australia,Dairy Products
2022.0,12914.29,11233.79,190.73,1101.96,68.18,0,Russia,Prepared Food
2019.9999999999998,42307.43,34262.07,191.86,1324.27,55.12,1,Italy,Grains & Cereals
2022.9999999999998,19445.22,19020.37,73.58000000000001,1319.94,31.32,0,South Africa,Meat & Seafood
2018.0,8659.8,8592.27,43.29,421.95,55.22,0,Australia,Prepared Food
2019.9999999999998,33461.35,35714.09,83.09,386.41,40.57,1,South Africa,Fruits & Vegetables
2024.0,14674.52,14947.460000000001,133.02,744.1,52.74,0,Germany,Dairy Products
2019.9999999999998,31593.9,37852.85,170.62,76.49,68.76,1,Indonesia,Meat & Seafood
2021.0,29822.97,24565.55,52.23,801.1699999999998,43.88,2,Argentina,Grains & Cereals
2018.0,26502.999999999996,23734.01,144.19,590.83,36.73,1,Germany,Beverages
2024.0,23080.87,20864.58,81.56000000000002,581.19,59.94,2,Mexico,Dairy Products
2019.0,34344.01,34071.17,91.93000000000002,944.1,52.28000000000001,1,India,Bakery Items
2019.9999999999998,33660.29,39305.74,183.02999999999997,772.31,31.48,1,China,Meat & Seafood
2022.0,9735.28,10734.45,59.33,969.7099999999999,56.87,0,Saudi Arabia,Prepared Food
2021.0,39944.94,33732.85,150.86,763.58,57.790000000000006,2,Italy,Prepared Food
2019.0,14839.7,16743.92,98.64000000000001,838.8099999999998,63.07,0,Italy,Fruits & Vegetables
2022.9999999999998,13744.819999999998,14829.62,184.28,877.7500000000001,62.38,0,Brazil,Grains & Cereals
2019.0,32860.51,32933.76,44.7,986.9,37.44,1,Brazil,Bakery Items
2024.0,48462.45,49443.65,71.76,1061.38,39.67,2,Argentina,Fruits & Vegetables
2022.0,15696.719999999998,14452.61,57.68,1096.97,47.01,0,Argentina,Beverages
2022.9999999999998,43576.62,43775.85,131.91,583.8,45.92999999999999,2,Turkey,Frozen Food
2024.0,8838.53,8867.16,107.69,1064.13,49.5,0,Indonesia,Meat & Seafood
2018.0,35652.98,29748.419999999995,57.029999999999994,636.35,37.29,1,Russia,Frozen Food
2021.0,20674.88,21332.67,30.96,627.41,58.46,0,China,Prepared Food
2019.9999999999998,42565.57,42401.65,84.56000000000002,682.36,58.84,1,Argentina,Fruits & Vegetables
2022.9999999999998,9879.96,10722.25,95.61,452.06999999999994,44.949999999999996,0,Turkey,Prepared Food
2019.0,31831.929999999997,31374.260000000002,167.48,369.62,50.11,1,India,Meat & Seafood
2021.0,43627.15,35038.76,44.55,953.68,64.29,2,Indonesia,Grains & Cereals
2024.0,37542.25,32066.37,156.09,135.95,45.03,2,Canada,Prepared Food
2024.0,31099.340000000004,29441.29,79.2,984.27,44.92999999999999,2,France,Fruits & Vegetables
2021.0,41217.83,37654.45,57.17000000000001,1008.99,34.07,2,China,Bakery Items
2022.9999999999998,2475.43,2330.35,49.42,911.06,34.29,0,USA,Fruits & Vegetables
2022.0,28964.9,26287.08,123.57,378.61999999999995,41.7,2,Russia,Fruits & Vegetables
2021.0,33322.2,39144.38,149.24,1128.83,40.92,2,Australia,Dairy Products
2022.9999999999998,48522.23,44276.44,171.9,1123.89,46.34,2,Brazil,Prepared Food
2018.0,40227.99,36890.75,55.64000000000001,16.18,62.41,1,Indonesia,Prepared Food
2022.9999999999998,10738.97,8613.14,162.96,987.99,68.57,0,China,Prepared Food
2022.0,26681.9,27854.54,70.71000000000001,1159.15,47.61,2,USA,Fruits & Vegetables
2024.0,49164.98,56638.77,185.73,662.41,38.8,2,Italy,Prepared Food
2024.0,46577.19,54740.16,138.28,1022.88,41.48,2,Mexico,Fruits & Vegetables
2021.0,1633.99,1856.49,60.40999999999999,611.82,45.45,0,Russia,Prepared Food
2018.0,42496.97,47062.1,177.79,378.55999999999995,58.6,1,Brazil,Bakery Items
2022.9999999999998,41515.29,42488.1,185.66,62.21,47.39,2,Mexico,Fruits & Vegetables
2019.0,21203.25,21102.37,21.18,1134.22,60.09,1,Brazil,Grains & Cereals
2024.0,8352.67,9536.98,27.32,1063.02,31.349999999999998,0,Russia,Frozen Food
2019.0,43889.15,38039.16,124.76,926.37,53.84,1,USA,Frozen Food
2018.0,38982.81,44850.25,47.51,679.57,66.72,1,Turkey,Grains & Cereals
2024.0,5740.16,6006.83,105.41,1257.32,69.8,0,Mexico,Bakery Items
2021.0,24267.79,21302.14,43.56,119.98,34.11,0,Australia,Fruits & Vegetables
2022.9999999999998,15102.009999999998,16515.17,182.79000000000002,547.22,64.59,0,Italy,Bakery Items
2022.9999999999998,9594.9,8635.68,89.41000000000001,1318.44,60.51,0,Russia,Meat & Seafood
2024.0,44122.03,37487.87,81.04,552.7,31.650000000000002,2,Turkey,Meat & Seafood
2018.0,32934.75,26985.79,182.05,43.37,53.6,1,UK,Meat & Seafood
2019.9999999999998,9550.41,8401.62,47.93999999999999,1007.12,44.35000000000001,0,Spain,Meat & Seafood
2018.0,37772.93,36707.67,36.24,915.2599999999999,37.63,1,Saudi Arabia,Grains & Cereals
2018.0,3847.1399999999994,4473.37,54.85,1332.5,36.38,0,UK,Prepared Food
2024.0,49284.51,52917.99,116.39,83.06,40.09,2,Brazil,Bakery Items
2021.0,37469.44,42045.64,80.52000000000001,264.86,62.03,2,Saudi Arabia,Dairy Products
2021.0,22503.66,21736.97,180.76,395.64000000000004,41.79,0,Brazil,Fruits & Vegetables
2021.0,36458.5,42052.73,59.65999999999999,604.25,31.739999999999995,2,Australia,Meat & Seafood
2022.9999999999998,20585.97,21867.46,197.18,1151.35,64.32,2,Indonesia,Fruits & Vegetables
2021.0,8879.63,8321.72,146.78,195.8,50.92,0,South Korea,Frozen Food
2019.9999999999998,20467.58,17710.61,161.6,723.69,41.41,0,Canada,Beverages
2019.9999999999998,27926.81,23557.01,178.45,430.03,45.98,1,Canada,Bakery Items
2019.0,35500.69,35693.77,182.79000000000002,458.44,41.17,1,Russia,Dairy Products
2019.9999999999998,44816.92,44060.44,128.59,1081.82,67.48,1,Saudi Arabia,Frozen Food
2024.0,38566.47,31631.59,172.43,858.26,37.56,2,Spain,Beverages
2024.0,26806.05,24067.04,92.95,776.1300000000001,65.27,2,USA,Grains & Cereals
2019.9999999999998,43185.71,38857.86,130.57,1324.31,33.39,1,India,Fruits & Vegetables
2022.0,22759.44,22153.17,76.02000000000001,1049.57,68.54,0,USA,Beverages
2024.0,16338.96,13830.73,167.76,1250.52,38.71,0,Indonesia,Beverages
2022.0,43568.25,41325.89,68.51000000000002,1158.91,38.3,2,China,Dairy Products
2021.0,6153.96,6170.8,176.24,611.9,66.59,0,China,Grains & Cereals
2024.0,9827.45,9747.39,53.24,574.88,36.69,0,USA,Frozen Food
2024.0,11296.78,11830.97,21.64,645.44,48.2,0,Germany,Prepared Food
2021.0,37450.89,33480.64,164.68,383.41999999999996,34.28,2,South Africa,Fruits & Vegetables
2019.9999999999998,5391.02,4886.51,70.55,1110.81,52.72999999999999,0,Canada,Meat & Seafood
2021.0,46108.05,47253.01,104.11,1058.72,60.25,2,South Africa,Beverages
2024.0,45682.04,39117.34,42.62,404.16,32.21,2,South Africa,Fruits & Vegetables
2018.0,35797.75,29894.589999999997,77.26,639.45,66.61,1,Argentina,Prepared Food
2018.0,36830.98,43300.12,150.55,274.62,67.05,1,Germany,Fruits & Vegetables
2024.0,38470.33,43779.81,119.22,337.73,31.69,2,Germany,Meat & Seafood
2021.0,45204.06,38358.52,81.87,732.5499999999998,48.84,2,Spain,Beverages
2021.0,11082.19,9026.56,179.11,632.24,44.90999999999999,0,Saudi Arabia,Frozen Food
2024.0,28825.21,30502.34,107.12000000000002,537.79,54.1,2,Turkey,Beverages
2022.9999999999998,47231.97,53421.64,109.68,1275.11,64.23,2,Saudi Arabia,Meat & Seafood
2021.0,40472.73,33719.67,109.14999999999999,1009.2399999999999,57.65999999999999,2,Japan,Bakery Items
2022.9999999999998,22963.66,24723.96,105.7,1265.02,30.8,2,Turkey,Dairy Products
2022.0,47937.02,39218.6,164.71,953.4600000000002,38.55,2,Indonesia,Bakery Items
2019.9999999999998,12428.8,12685.51,99.23,1064.28,57.19,0,South Korea,Beverages
2021.0,18157.79,16818.65,186.62,289.48,67.95,0,Germany,Frozen Food
2019.0,9450.08,8058.229999999999,54.77000000000001,731.87,38.62,0,Canada,Grains & Cereals
2019.0,35747.35,38945.32,147.61,1287.73,33.17,1,Spain,Frozen Food
2022.9999999999998,27610.309999999998,27250.78,141.58,444.92,48.76,2,South Korea,Beverages
2018.0,33348.24,32688.8,92.00000000000001,866.83,39.45,1,Indonesia,Fruits & Vegetables
2018.0,35404.45,34573.33,52.83,1114.94,67.24,1,Russia,Bakery Items
2022.0,35709.12,34134.17,141.9,57.58,46.730000000000004,2,USA,Meat & Seafood
2024.0,25148.530000000002,26580.93,96.84000000000002,1373.75,61.78,2,Italy,Fruits & Vegetables
2019.0,40257.45,42998.94,145.47,92.26,30.329999999999995,1,Australia,Prepared Food
2022.0,32266.14,28182.03,62.42999999999999,618.72,61.01,2,Canada,Bakery Items
2019.0,27129.870000000003,25612.86,68.38,719.72,60.480000000000004,1,Brazil,Beverages
2018.0,42434.63,42409.63,59.739999999999995,1296.98,58.14,1,Germany,Bakery Items
2024.0,4897.73,3924.0299999999997,164.04,1066.56,38.14,0,UK,Meat & Seafood
2018.0,6845.55,6342.0,140.04,1351.41,58.73,0,Italy,Fruits & Vegetables
2019.0,44700.35,45771.57,55.69,561.85,65.24,1,Spain,Meat & Seafood
2021.0,7244.15,5905.22,119.33,683.01,55.79,0,Italy,Bakery Items
2022.0,33854.23,30364.97,82.99,510.15000000000003,36.84,2,UK,Fruits & Vegetables
2022.0,44291.93,47222.04,70.22,99.97999999999999,50.39,2,China,Fruits & Vegetables
2019.0,32886.27,38702.18,199.4,866.88,39.9,1,Japan,Dairy Products
2019.0,43730.86,35135.24,134.63,1021.4000000000001,32.51,1,Canada,Dairy Products
2022.9999999999998,42584.45,34687.74,190.89000000000001,671.16,66.02,2,France,Fruits & Vegetables
2022.0,14279.35,12857.6,69.69,962.0100000000001,32.31,0,Russia,Beverages
2018.0,8482.02,9641.15,127.48,1276.31,51.74999999999999,0,France,Fruits & Vegetables
2022.9999999999998,12889.02,12044.44,25.540000000000003,920.0199999999999,34.98,0,India,Prepared Food
2018.0,26522.140000000003,21329.27,36.95,1084.61,34.31,1,Indonesia,Prepared Food
2022.9999999999998,12996.100000000002,10791.47,176.69,1219.29,32.0,0,Argentina,Meat & Seafood
2018.0,10234.38,10925.55,75.3,1328.14,47.38,0,Australia,Prepared Food
2019.0,11503.27,12818.4,116.23,987.97,35.29,0,Germany,Fruits & Vegetables
2019.9999999999998,24515.11,26391.04,156.8,257.73,56.47,1,Indonesia,Fruits & Vegetables
2019.9999999999998,23708.54,21422.03,25.930000000000003,999.01,50.86000000000001,1,Japan,Grains & Cereals
2019.0,35215.19,30350.950000000004,97.75,187.24,67.78,1,Spain,Meat & Seafood
2018.0,5983.65,6409.36,103.06,850.21,32.38,0,Japan,Dairy Products
2019.0,46830.94,53089.0,109.93,1313.38,37.93,1,South Korea,Frozen Food
2022.9999999999998,39640.67,45257.9,172.04,884.85,44.74,2,Germany,Dairy Products
2024.0,40774.51,40166.64,170.8,418.7,31.650000000000002,2,Spain,Bakery Items
2018.0,12446.82,13000.65,96.34,1061.41,68.43,1,Indonesia,Dairy Products
2021.0,26079.420000000002,25803.49,160.44,97.84,35.69,2,Australia,Grains & Cereals
2024.0,17805.95,14344.08,98.43,737.86,59.02,0,Italy,Prepared Food
2024.0,1770.01,1586.5999999999997,124.12,465.5,36.5,0,UK,Fruits & Vegetables
2019.9999999999998,42605.03,41963.21,164.67,850.23,60.56,1,Germany,Bakery Items
2019.9999999999998,47037.46,37722.96,35.83,63.43999999999999,69.99,1,Italy,Meat & Seafood
2019.0,11535.53,11122.14,137.86,1393.56,51.71,0,Brazil,Bakery Items
2022.0,2544.85,2094.59,54.43000000000001,158.79,50.68,0,Brazil,Frozen Food
2024.0,44571.72,38799.41,64.52,265.2,36.46,2,China,Frozen Food
2022.9999999999998,34265.32,31824.29,36.36,85.99,57.52,2,Germany,Dairy Products
2018.0,30869.97,27152.97,81.0,637.93,53.459999999999994,1,Argentina,Beverages
2022.0,46425.16,51894.08,119.52,1232.34,32.77,2,China,Meat & Seafood
2018.0,15983.89,13743.01,118.51,613.62,44.39,1,Argentina,Grains & Cereals
2024.0,37272.33,36169.5,164.31,221.67,64.28,2,South Africa,Dairy Products
2022.0,38743.72,34924.65,175.76,906.74,52.6,2,Spain,Bakery Items
2022.9999999999998,22824.99,21668.59,69.44000000000001,965.14,62.27,2,India,Prepared Food
2019.0,47790.7,44900.9,55.760000000000005,724.21,54.2,1,Australia,Dairy Products
2021.0,2385.3,2575.0,81.73000000000002,340.76,31.4,0,UK,Prepared Food
2021.0,17123.97,18075.66,26.65,892.99,69.75,0,UK,Frozen Food
2019.0,25898.1,27122.01,167.21,1088.02,48.61999999999999,1,USA,Fruits & Vegetables
2019.9999999999998,37962.2,38039.76,105.57000000000001,1118.15,45.18,1,UK,Meat & Seafood
2022.9999999999998,11793.7,14057.41,186.27,1086.43,60.27,0,Germany,Fruits & Vegetables
2018.0,40578.72,40705.86,79.65000000000002,1284.28,56.10000000000001,1,Canada,Grains & Cereals
2019.9999999999998,635.89,678.39,121.85999999999999,1100.53,44.2,0,China,Bakery Items
2024.0,44274.37,48037.82,93.24,635.66,43.19,2,South Korea,Frozen Food
2022.0,18914.73,17461.66,141.39,953.38,60.57,0,Spain,Bakery Items
2022.0,43403.34,50453.95,121.87,609.88,51.11,2,China,Frozen Food
2022.0,13377.2,13169.52,124.92,233.39,48.27,0,Mexico,Fruits & Vegetables
2018.0,6676.42,5689.53,47.559999999999995,272.96,64.83,0,Mexico,Frozen Food
2021.0,48272.56,45655.35,146.66,236.12000000000003,65.57,2,Japan,Frozen Food
2019.9999999999998,16124.590000000002,13779.36,122.51,1369.98,37.96,0,India,Meat & Seafood
2024.0,28410.76,27734.23,139.37,581.96,59.77,2,UK,Beverages
2019.9999999999998,46292.03,47192.54,86.61,48.65999999999999,60.900000000000006,1,France,Grains & Cereals
2018.0,43517.47,39926.28,175.83,701.28,32.49,1,South Korea,Fruits & Vegetables
2018.0,19101.73,21537.88,81.45,87.63,60.12,1,Germany,Dairy Products
2022.0,13620.65,11080.62,42.48,625.3,32.53,0,Argentina,Frozen Food
2018.0,38704.63,45379.18,144.29,56.12,58.94,1,Russia,Bakery Items
2018.0,18097.21,18489.13,39.5,197.64,59.64,1,Australia,Fruits & Vegetables
2021.0,23393.34,25594.24,101.54,374.2900000000001,31.59,0,South Korea,Beverages
2022.9999999999998,46548.17,38763.17,78.95000000000002,21.75,65.04,2,Indonesia,Bakery Items
2022.0,15570.990000000002,18315.75,189.25000000000003,164.5,36.89,0,Italy,Fruits & Vegetables
2022.9999999999998,15781.530000000002,15316.49,87.81,1354.7,41.74,0,Germany,Prepared Food
2019.9999999999998,41933.58,39978.85,100.94,122.93,65.73,1,Brazil,Frozen Food
2018.0,31464.149999999998,29967.55,152.92,844.1299999999999,57.65999999999999,1,South Africa,Dairy Products
2024.0,45096.37,36342.17,142.82,663.2,42.1,2,South Korea,Grains & Cereals
2022.0,34127.57,38894.66,178.13,1044.28,41.79999999999999,2,Argentina,Fruits & Vegetables
2022.9999999999998,36185.23,35302.89,54.86999999999999,1187.7,69.36,2,India,Beverages
2022.0,37308.22,35650.72,38.46,993.5,48.88000000000001,2,USA,Fruits & Vegetables
2022.0,26371.709999999995,29653.89,101.12999999999998,549.29,69.63,2,Russia,Prepared Food
2022.9999999999998,49901.29,58558.02,140.66,772.79,37.36,2,Turkey,Dairy Products
2022.9999999999998,24337.9,28971.13,180.02999999999997,1116.72,55.660000000000004,2,Saudi Arabia,Frozen Food
2022.9999999999998,43003.8,37348.25,116.74,711.68,54.9,2,South Africa,Frozen Food
2018.0,46460.21,46687.14,23.32,596.36,31.19,1,Russia,Beverages
2019.9999999999998,37089.1,42160.67,163.28,1376.88,69.25,1,Spain,Beverages
2019.0,32733.049999999996,27650.11,184.63000000000002,293.68,69.09,1,Spain,Fruits & Vegetables
2024.0,41378.19,49135.69,129.79,304.39,34.31,2,China,Dairy Products
2022.9999999999998,3279.54,2827.11,136.78,1203.45,51.79,0,Mexico,Dairy Products
2021.0,9245.76,10467.85,158.44,60.52,46.21999999999999,0,Russia,Bakery Items
2024.0,27306.530000000002,29348.47,170.03,1050.27,69.87,2,South Africa,Meat & Seafood
2022.0,6956.39,8270.97,53.14,1079.91,44.37,0,China,Fruits & Vegetables
2022.9999999999998,38641.38,34253.48,174.9,305.32,67.81,2,China,Bakery Items
2022.9999999999998,6420.44,6483.5,58.89,806.78,49.29,0,Mexico,Dairy Products
2019.0,31365.78,33290.07,101.5,1356.14,52.29,1,Japan,Dairy Products
2019.9999999999998,44121.24,51283.18,105.84,893.98,66.38,1,Australia,Meat & Seafood
2022.0,4249.76,3658.99,188.54,1375.48,34.06,0,France,Bakery Items
2019.9999999999998,10222.14,10349.68,179.42,409.89,41.64000000000001,0,USA,Prepared Food
2022.0,3352.93,3963.4699999999993,74.94,452.8299999999999,43.26,0,UK,Beverages
2021.0,39058.87,43276.88,77.3,652.86,53.19,2,Canada,Dairy Products
2018.0,963.49,1122.61,160.65,716.9,56.58,0,Indonesia,Bakery Items
2019.9999999999998,40210.55,46764.79,67.1,479.04,35.47,1,South Africa,Bakery Items
2022.9999999999998,1194.85,1136.47,177.31,530.85,38.71,0,Mexico,Prepared Food
2021.0,21591.78,19703.87,27.28,261.5,39.15,0,Turkey,Beverages
2024.0,20831.11,23262.24,24.05,736.8899999999999,46.48,2,Saudi Arabia,Dairy Products
2022.0,27503.07,32988.39,192.09999999999997,936.51,57.31,2,Spain,Prepared Food
2019.0,18122.16,18313.09,96.17,109.78000000000002,39.52,0,Turkey,Dairy Products
2024.0,19680.23,23231.43,48.72,1379.67,50.769999999999996,2,India,Prepared Food
2024.0,3712.6699999999996,3865.38,29.770000000000003,1288.16,61.34,0,Brazil,Bakery Items
2022.0,28840.44,25910.74,102.04000000000002,948.24,36.51,2,Indonesia,Dairy Products
2019.9999999999998,17482.83,19230.97,108.82,1026.01,31.97,0,France,Beverages
2019.0,15722.180000000002,18293.46,185.85,665.04,65.5,1,Russia,Dairy Products
2024.0,15408.5,13885.66,170.36,650.01,40.99,0,South Africa,Dairy Products
2018.0,44615.67,37861.26,100.18,1208.29,51.42,1,Italy,Prepared Food
2019.9999999999998,19362.33,17907.89,70.46,1263.43,49.72999999999999,0,Argentina,Meat & Seafood
2022.9999999999998,6480.74,5694.1,25.66,479.4800000000001,42.730000000000004,0,Japan,Grains & Cereals
2024.0,6620.949999999999,7772.36,71.95,707.73,45.88,0,Germany,Fruits & Vegetables
2024.0,29138.470000000005,29241.06,119.04,562.3,45.59,2,Brazil,Frozen Food
2019.0,24871.75,25714.31,76.85,462.89,52.14,1,Australia,Frozen Food
2022.9999999999998,10434.59,10683.6,47.910000000000004,77.19,61.279999999999994,0,Italy,Prepared Food
2024.0,19679.93,17477.72,194.07,318.35,48.81,0,Italy,Prepared Food
2019.9999999999998,31292.11,31166.479999999996,50.93999999999999,940.5600000000001,56.71,1,Spain,Frozen Food
2019.9999999999998,8014.57,9081.71,132.83,245.17,30.88,0,South Africa,Grains & Cereals
2018.0,34522.22,37162.44,184.71,45.14000000000001,39.72,1,South Africa,Meat & Seafood
2022.0,38945.29,39970.75,78.25,643.38,62.42,2,Turkey,Fruits & Vegetables
2019.9999999999998,3359.4,3254.51,49.07,94.19000000000001,44.03,0,Spain,Bakery Items
2018.0,15837.57,18226.46,197.41,1291.87,55.19,1,Germany,Dairy Products
2022.0,25645.86,20939.16,87.21000000000001,1036.46,66.56,0,China,Prepared Food
2019.0,34989.8,38796.37,191.7,124.33000000000001,62.2,1,India,Beverages
2019.0,21200.77,22369.7,135.98,679.99,69.09,1,Argentina,Fruits & Vegetables
2024.0,24233.58,23642.65,152.56,439.75,32.11,2,Spain,Meat & Seafood
2024.0,1431.67,1583.08,164.46,715.16,46.57,0,Saudi Arabia,Meat & Seafood
2024.0,31978.879999999997,28163.85,40.76,958.48,59.34,2,Germany,Grains & Cereals
2024.0,46528.85,37983.77,95.75000000000001,1113.76,44.13,2,Brazil,Grains & Cereals
2022.0,12831.680000000002,10856.01,187.33,247.28,49.36,0,France,Grains & Cereals
2024.0,14892.13,13964.05,60.85,835.1499999999999,63.38,0,Russia,Meat & Seafood
2019.0,9612.38,8521.3,78.14000000000001,605.34,44.15,0,South Korea,Frozen Food
2019.9999999999998,20881.02,22847.14,21.23,662.32,51.31,1,UK,Dairy Products
2019.9999999999998,1570.4300000000003,1843.92,110.22,1340.77,34.67,0,South Korea,Prepared Food
2024.0,42632.27,34780.26,34.82,88.86,58.32,2,Japan,Prepared Food
2021.0,28262.79,28932.61,144.48,972.48,65.87,1,China,Beverages
2021.0,31719.669999999995,37838.41,95.35000000000001,1227.44,63.17,2,South Korea,Beverages
2021.0,10185.04,9179.73,143.16,1078.2,62.78,0,Spain,Bakery Items
